time (s) 	 theta (rad) 	 omega (rad/s) 	 kinetic 	 potential 	 totalEnergy (J) 
7.3 	 -0.177561 	 0.43539 	 0.0947823 	 0.154081 	 0.248864 
7.31 	 -0.173131 	 0.450525 	 0.101486 	 0.146508 	 0.247994 
7.32 	 -0.168553 	 0.465091 	 0.108155 	 0.138879 	 0.247034 
7.33 	 -0.163831 	 0.479074 	 0.114756 	 0.131225 	 0.245981 
7.34 	 -0.158973 	 0.492464 	 0.12126 	 0.123574 	 0.244835 
7.35 	 -0.153984 	 0.505248 	 0.127638 	 0.115955 	 0.243593 
7.36 	 -0.14887 	 0.517417 	 0.13386 	 0.108395 	 0.242255 
7.37 	 -0.143638 	 0.528962 	 0.1399 	 0.100922 	 0.240822 
7.38 	 -0.138293 	 0.539875 	 0.145732 	 0.093563 	 0.239295 
7.39 	 -0.132842 	 0.55015 	 0.151332 	 0.0863436 	 0.237676 
7.4 	 -0.127292 	 0.55978 	 0.156677 	 0.0792889 	 0.235966 
7.41 	 -0.121649 	 0.568763 	 0.161746 	 0.072423 	 0.234169 
7.42 	 -0.115919 	 0.577094 	 0.166519 	 0.0657687 	 0.232287 
7.43 	 -0.110109 	 0.584771 	 0.170979 	 0.0593477 	 0.230326 
7.44 	 -0.104226 	 0.591792 	 0.175109 	 0.0531806 	 0.22829 
7.45 	 -0.0982755 	 0.598158 	 0.178896 	 0.0472865 	 0.226183 
7.46 	 -0.0922648 	 0.603868 	 0.182328 	 0.0416831 	 0.224011 
7.47 	 -0.0862003 	 0.608924 	 0.185394 	 0.0363869 	 0.221781 
7.48 	 -0.0800885 	 0.613327 	 0.188085 	 0.0314126 	 0.219498 
7.49 	 -0.0739359 	 0.617082 	 0.190395 	 0.0267738 	 0.217169 
7.5 	 -0.067749 	 0.620191 	 0.192319 	 0.0224821 	 0.214801 
7.51 	 -0.0615342 	 0.622659 	 0.193852 	 0.0185478 	 0.2124 
7.52 	 -0.055298 	 0.624492 	 0.194995 	 0.0149797 	 0.209975 
7.53 	 -0.0490465 	 0.625695 	 0.195747 	 0.0117849 	 0.207532 
7.54 	 -0.0427861 	 0.626274 	 0.196109 	 0.00896884 	 0.205078 
7.55 	 -0.0365231 	 0.626236 	 0.196086 	 0.00653556 	 0.202621 
7.56 	 -0.0302635 	 0.62559 	 0.195681 	 0.00448745 	 0.200169 
7.57 	 -0.0240133 	 0.624342 	 0.194902 	 0.00282539 	 0.197727 
7.58 	 -0.0177786 	 0.622503 	 0.193755 	 0.00154874 	 0.195304 
7.59 	 -0.0115652 	 0.62008 	 0.192249 	 0.000655385 	 0.192905 
7.6 	 -0.0053789 	 0.617083 	 0.190396 	 0.000141769 	 0.190537 
7.61 	 0.000774585 	 0.613521 	 0.188204 	 2.93992e-06 	 0.188207 
7.62 	 0.00688968 	 0.609406 	 0.185688 	 0.000232591 	 0.18592 
7.63 	 0.0129609 	 0.604747 	 0.18286 	 0.000823114 	 0.183683 
7.64 	 0.0189828 	 0.599555 	 0.179733 	 0.00176565 	 0.181499 
7.65 	 0.0249503 	 0.593841 	 0.176324 	 0.00305017 	 0.179374 
7.66 	 0.030858 	 0.587616 	 0.172646 	 0.00466548 	 0.177312 
7.67 	 0.0367009 	 0.580892 	 0.168718 	 0.00659935 	 0.175317 
7.68 	 0.0424742 	 0.57368 	 0.164554 	 0.00883854 	 0.173393 
7.69 	 0.0481729 	 0.565991 	 0.160173 	 0.0113689 	 0.171542 
7.7 	 0.0537924 	 0.557838 	 0.155592 	 0.0141754 	 0.169767 
7.71 	 0.0593282 	 0.549233 	 0.150829 	 0.0172421 	 0.168071 
7.72 	 0.0647756 	 0.540188 	 0.145901 	 0.0205526 	 0.166454 
7.73 	 0.0701305 	 0.530714 	 0.140829 	 0.0240897 	 0.164918 
7.74 	 0.0753885 	 0.520824 	 0.135629 	 0.0278356 	 0.163465 
7.75 	 0.0805456 	 0.510531 	 0.130321 	 0.0317721 	 0.162093 
7.76 	 0.0855979 	 0.499846 	 0.124923 	 0.0358803 	 0.160803 
7.77 	 0.0905413 	 0.488781 	 0.119454 	 0.0401414 	 0.159595 
7.78 	 0.0953723 	 0.47735 	 0.113931 	 0.044536 	 0.158467 
7.79 	 0.100087 	 0.465563 	 0.108375 	 0.0490444 	 0.157419 
7.8 	 0.104682 	 0.453435 	 0.102801 	 0.0536471 	 0.156449 
7.81 	 0.109155 	 0.440975 	 0.0972296 	 0.0583243 	 0.155554 
7.82 	 0.113501 	 0.428198 	 0.0916766 	 0.0630562 	 0.154733 
7.83 	 0.117718 	 0.415114 	 0.0861597 	 0.0678231 	 0.153983 
7.84 	 0.121802 	 0.401736 	 0.0806958 	 0.0726054 	 0.153301 
7.85 	 0.125751 	 0.388076 	 0.0753014 	 0.0773837 	 0.152685 
7.86 	 0.129563 	 0.374145 	 0.0699924 	 0.0821389 	 0.152131 
7.87 	 0.133233 	 0.359957 	 0.0647844 	 0.0868521 	 0.151636 
7.88 	 0.136761 	 0.345521 	 0.0596925 	 0.0915048 	 0.151197 
7.89 	 0.140143 	 0.330851 	 0.0547312 	 0.096079 	 0.15081 
7.9 	 0.143377 	 0.315958 	 0.0499146 	 0.100557 	 0.150472 
7.91 	 0.146462 	 0.300853 	 0.0452561 	 0.104922 	 0.150178 
7.92 	 0.149394 	 0.285547 	 0.0407686 	 0.109157 	 0.149926 
7.93 	 0.152172 	 0.270053 	 0.0364644 	 0.113247 	 0.149711 
7.94 	 0.154794 	 0.254382 	 0.032355 	 0.117176 	 0.149531 
7.95 	 0.157259 	 0.238544 	 0.0284517 	 0.120929 	 0.149381 
7.96 	 0.159565 	 0.222552 	 0.0247646 	 0.124494 	 0.149258 
7.97 	 0.161709 	 0.206415 	 0.0213036 	 0.127856 	 0.149159 
7.98 	 0.163692 	 0.190146 	 0.0180778 	 0.131004 	 0.149081 
7.99 	 0.165512 	 0.173755 	 0.0150954 	 0.133926 	 0.149021 
8 	 0.167167 	 0.157253 	 0.0123643 	 0.136611 	 0.148976 
8.01 	 0.168657 	 0.140652 	 0.00989146 	 0.139051 	 0.148942 
8.02 	 0.16998 	 0.123961 	 0.00768318 	 0.141236 	 0.148919 
8.03 	 0.171136 	 0.107192 	 0.00574508 	 0.143158 	 0.148904 
8.04 	 0.172123 	 0.0903558 	 0.00408208 	 0.144812 	 0.148894 
8.05 	 0.172943 	 0.0734626 	 0.00269838 	 0.14619 	 0.148888 
8.06 	 0.173593 	 0.0565234 	 0.00159745 	 0.147288 	 0.148886 
8.07 	 0.174073 	 0.0395487 	 0.000782052 	 0.148102 	 0.148884 
8.08 	 0.174383 	 0.0225494 	 0.000254237 	 0.14863 	 0.148884 
8.09 	 0.174524 	 0.00553593 	 1.53233e-05 	 0.148869 	 0.148884 
8.1 	 0.174494 	 -0.011481 	 6.59065e-05 	 0.148818 	 0.148884 
8.11 	 0.174294 	 -0.0284907 	 0.000405861 	 0.148478 	 0.148884 
8.12 	 0.173924 	 -0.0454827 	 0.00103434 	 0.14785 	 0.148885 
8.13 	 0.173385 	 -0.0624461 	 0.00194976 	 0.146936 	 0.148886 
8.14 	 0.172676 	 -0.0793705 	 0.00314984 	 0.14574 	 0.14889 
8.15 	 0.171798 	 -0.0962451 	 0.00463156 	 0.144265 	 0.148897 
8.16 	 0.170751 	 -0.113059 	 0.00639118 	 0.142517 	 0.148908 
8.17 	 0.169537 	 -0.129802 	 0.00842427 	 0.140502 	 0.148926 
8.18 	 0.168155 	 -0.146463 	 0.0107257 	 0.138227 	 0.148953 
8.19 	 0.166608 	 -0.163031 	 0.0132895 	 0.1357 	 0.14899 
8.2 	 0.164895 	 -0.179495 	 0.0161092 	 0.132931 	 0.14904 
8.21 	 0.163018 	 -0.195844 	 0.0191775 	 0.129929 	 0.149106 
8.22 	 0.160978 	 -0.212069 	 0.0224865 	 0.126705 	 0.149191 
8.23 	 0.158777 	 -0.228156 	 0.0260276 	 0.123271 	 0.149298 
8.24 	 0.156416 	 -0.244096 	 0.0297913 	 0.119639 	 0.14943 
8.25 	 0.153896 	 -0.259877 	 0.0337679 	 0.115822 	 0.14959 
8.26 	 0.151219 	 -0.275487 	 0.0379466 	 0.111836 	 0.149782 
8.27 	 0.148387 	 -0.290917 	 0.0423163 	 0.107693 	 0.15001 
8.28 	 0.145401 	 -0.306153 	 0.0468649 	 0.103411 	 0.150276 
8.29 	 0.142264 	 -0.321186 	 0.0515801 	 0.0990046 	 0.150585 
8.3 	 0.138978 	 -0.336002 	 0.0564488 	 0.0944909 	 0.15094 
8.31 	 0.135545 	 -0.350592 	 0.0614574 	 0.0898872 	 0.151345 
8.32 	 0.131967 	 -0.364942 	 0.0665915 	 0.0852113 	 0.151803 
8.33 	 0.128247 	 -0.379042 	 0.0718365 	 0.0804813 	 0.152318 
8.34 	 0.124387 	 -0.39288 	 0.0771772 	 0.0757159 	 0.152893 
8.35 	 0.12039 	 -0.406442 	 0.0825977 	 0.070934 	 0.153532 
8.36 	 0.116259 	 -0.419719 	 0.088082 	 0.0661549 	 0.154237 
8.37 	 0.111997 	 -0.432697 	 0.0936134 	 0.061398 	 0.155011 
8.38 	 0.107606 	 -0.445365 	 0.099175 	 0.056683 	 0.155858 
8.39 	 0.103091 	 -0.45771 	 0.104749 	 0.0520296 	 0.156779 
8.4 	 0.0984533 	 -0.469721 	 0.110319 	 0.0474576 	 0.157776 
8.41 	 0.0936974 	 -0.481385 	 0.115866 	 0.0429867 	 0.158852 
8.42 	 0.0888268 	 -0.492689 	 0.121371 	 0.0386365 	 0.160008 
8.43 	 0.0838449 	 -0.503623 	 0.126818 	 0.0344267 	 0.161245 
8.44 	 0.0787556 	 -0.514172 	 0.132187 	 0.0303763 	 0.162563 
8.45 	 0.0735628 	 -0.524326 	 0.137459 	 0.0265043 	 0.163963 
8.46 	 0.0682704 	 -0.534072 	 0.142616 	 0.0228293 	 0.165446 
8.47 	 0.0628827 	 -0.543397 	 0.14764 	 0.0193694 	 0.16701 
8.48 	 0.0574039 	 -0.55229 	 0.152512 	 0.0161421 	 0.168654 
8.49 	 0.0518384 	 -0.560739 	 0.157214 	 0.0131644 	 0.170378 
8.5 	 0.0461907 	 -0.568731 	 0.161727 	 0.0104527 	 0.17218 
8.51 	 0.0404654 	 -0.576254 	 0.166034 	 0.00802238 	 0.174057 
8.52 	 0.0346672 	 -0.583297 	 0.170118 	 0.0058883 	 0.176006 
8.53 	 0.028801 	 -0.589848 	 0.173961 	 0.00406427 	 0.178025 
8.54 	 0.0228719 	 -0.595896 	 0.177546 	 0.0025632 	 0.180109 
8.55 	 0.0168848 	 -0.601429 	 0.180858 	 0.00139695 	 0.182255 
8.56 	 0.0108451 	 -0.606436 	 0.183882 	 0.000576311 	 0.184459 
8.57 	 0.00475791 	 -0.610906 	 0.186603 	 0.000110925 	 0.186714 
8.58 	 -0.00137123 	 -0.614829 	 0.189007 	 9.21327e-06 	 0.189017 
8.59 	 -0.00753681 	 -0.618194 	 0.191082 	 0.000278336 	 0.19136 
8.6 	 -0.0137332 	 -0.620992 	 0.192816 	 0.000924132 	 0.19374 
8.61 	 -0.0199547 	 -0.623212 	 0.194197 	 0.00195107 	 0.196148 
8.62 	 -0.0261955 	 -0.624846 	 0.195216 	 0.00336221 	 0.198578 
8.63 	 -0.0324497 	 -0.625884 	 0.195866 	 0.00515915 	 0.201025 
8.64 	 -0.0387112 	 -0.626319 	 0.196138 	 0.00734201 	 0.20348 
8.65 	 -0.044974 	 -0.626142 	 0.196027 	 0.00990937 	 0.205936 
8.66 	 -0.051232 	 -0.625346 	 0.195529 	 0.0128583 	 0.208387 
8.67 	 -0.0574788 	 -0.623924 	 0.19464 	 0.0161842 	 0.210825 
8.68 	 -0.0637083 	 -0.62187 	 0.193361 	 0.0198812 	 0.213242 
8.69 	 -0.0699141 	 -0.619178 	 0.191691 	 0.0239413 	 0.215632 
8.7 	 -0.0760897 	 -0.615844 	 0.189632 	 0.0283556 	 0.217987 
8.71 	 -0.0822288 	 -0.611863 	 0.187188 	 0.0331131 	 0.220301 
8.72 	 -0.0883248 	 -0.607232 	 0.184365 	 0.0382014 	 0.222566 
8.73 	 -0.0943713 	 -0.601947 	 0.18117 	 0.0436067 	 0.224777 
8.74 	 -0.100362 	 -0.596009 	 0.177613 	 0.0493136 	 0.226927 
8.75 	 -0.106289 	 -0.589414 	 0.173704 	 0.0553052 	 0.22901 
8.76 	 -0.112148 	 -0.582163 	 0.169457 	 0.0615632 	 0.23102 
8.77 	 -0.11793 	 -0.574258 	 0.164886 	 0.0680681 	 0.232954 
8.78 	 -0.123631 	 -0.565699 	 0.160008 	 0.0747989 	 0.234806 
8.79 	 -0.129242 	 -0.556489 	 0.15484 	 0.0817334 	 0.236574 
8.8 	 -0.134758 	 -0.546633 	 0.149404 	 0.0888484 	 0.238252 
8.81 	 -0.140173 	 -0.536134 	 0.14372 	 0.0961195 	 0.239839 
8.82 	 -0.145479 	 -0.525 	 0.137812 	 0.103521 	 0.241334 
8.83 	 -0.150671 	 -0.513236 	 0.131706 	 0.111028 	 0.242733 
8.84 	 -0.155741 	 -0.500851 	 0.125426 	 0.118611 	 0.244037 
8.85 	 -0.160686 	 -0.487854 	 0.119001 	 0.126245 	 0.245246 
8.86 	 -0.165497 	 -0.474256 	 0.112459 	 0.133901 	 0.24636 
8.87 	 -0.170169 	 -0.460067 	 0.105831 	 0.141549 	 0.24738 
8.88 	 -0.174696 	 -0.445301 	 0.0991465 	 0.149162 	 0.248308 
8.89 	 -0.179073 	 -0.429971 	 0.0924376 	 0.156709 	 0.249147 
8.9 	 -0.183294 	 -0.414093 	 0.0857364 	 0.164163 	 0.249899 
8.91 	 -0.187353 	 -0.397681 	 0.0790753 	 0.171493 	 0.250568 
8.92 	 -0.191245 	 -0.380755 	 0.0724871 	 0.178671 	 0.251158 
8.93 	 -0.194966 	 -0.363331 	 0.0660048 	 0.185669 	 0.251674 
8.94 	 -0.198511 	 -0.34543 	 0.0596609 	 0.192458 	 0.252119 
8.95 	 -0.201873 	 -0.327072 	 0.0534879 	 0.199012 	 0.2525 
8.96 	 -0.205051 	 -0.308278 	 0.0475176 	 0.205303 	 0.252821 
8.97 	 -0.208038 	 -0.289071 	 0.0417811 	 0.211306 	 0.253088 
8.98 	 -0.210831 	 -0.269475 	 0.0363085 	 0.216997 	 0.253306 
8.99 	 -0.213426 	 -0.249515 	 0.0311287 	 0.222352 	 0.253481 
9 	 -0.21582 	 -0.229214 	 0.0262696 	 0.227349 	 0.253618 
9.01 	 -0.218009 	 -0.208601 	 0.0217572 	 0.231966 	 0.253723 
9.02 	 -0.219991 	 -0.187702 	 0.017616 	 0.236185 	 0.253801 
9.03 	 -0.221762 	 -0.166544 	 0.0138684 	 0.239989 	 0.253857 
9.04 	 -0.223321 	 -0.145156 	 0.0105351 	 0.24336 	 0.253895 
9.05 	 -0.224665 	 -0.123567 	 0.0076344 	 0.246285 	 0.25392 
9.06 	 -0.225792 	 -0.101806 	 0.00518228 	 0.248752 	 0.253934 
9.07 	 -0.2267 	 -0.0799042 	 0.00319234 	 0.250749 	 0.253942 
9.08 	 -0.227389 	 -0.0578906 	 0.00167566 	 0.252269 	 0.253945 
9.09 	 -0.227858 	 -0.0357963 	 0.000640686 	 0.253305 	 0.253946 
9.1 	 -0.228105 	 -0.0136519 	 9.31867e-05 	 0.253853 	 0.253946 
9.11 	 -0.228131 	 0.00851161 	 3.62237e-05 	 0.25391 	 0.253946 
9.12 	 -0.227935 	 0.0306632 	 0.000470116 	 0.253476 	 0.253946 
9.13 	 -0.227518 	 0.0527719 	 0.00139244 	 0.252553 	 0.253945 
9.14 	 -0.22688 	 0.074807 	 0.00279804 	 0.251145 	 0.253943 
9.15 	 -0.226022 	 0.0967378 	 0.0046791 	 0.249257 	 0.253936 
9.16 	 -0.224946 	 0.118534 	 0.00702514 	 0.246899 	 0.253924 
9.17 	 -0.223652 	 0.140165 	 0.00982315 	 0.244079 	 0.253902 
9.18 	 -0.222143 	 0.161602 	 0.0130577 	 0.24081 	 0.253867 
9.19 	 -0.220421 	 0.182816 	 0.0167109 	 0.237105 	 0.253816 
9.2 	 -0.218487 	 0.203778 	 0.0207627 	 0.232981 	 0.253744 
9.21 	 -0.216346 	 0.22446 	 0.0251912 	 0.228454 	 0.253645 
9.22 	 -0.213999 	 0.244835 	 0.0299721 	 0.223544 	 0.253516 
9.23 	 -0.21145 	 0.264877 	 0.0350799 	 0.21827 	 0.25335 
9.24 	 -0.208703 	 0.28456 	 0.0404871 	 0.212655 	 0.253142 
9.25 	 -0.20576 	 0.303859 	 0.0461651 	 0.206722 	 0.252887 
9.26 	 -0.202627 	 0.32275 	 0.0520839 	 0.200495 	 0.252579 
9.27 	 -0.199307 	 0.341212 	 0.0582127 	 0.194 	 0.252213 
9.28 	 -0.195804 	 0.359221 	 0.0645198 	 0.187263 	 0.251783 
9.29 	 -0.192124 	 0.376757 	 0.0709729 	 0.180311 	 0.251284 
9.3 	 -0.188271 	 0.393801 	 0.0775395 	 0.173172 	 0.250712 
9.31 	 -0.18425 	 0.410333 	 0.0841866 	 0.165875 	 0.250061 
9.32 	 -0.180066 	 0.426336 	 0.0908814 	 0.158447 	 0.249329 
9.33 	 -0.175725 	 0.441795 	 0.0975914 	 0.150919 	 0.248511 
9.34 	 -0.171232 	 0.456693 	 0.104284 	 0.143319 	 0.247603 
9.35 	 -0.166593 	 0.471017 	 0.110928 	 0.135676 	 0.246605 
9.36 	 -0.161814 	 0.484753 	 0.117493 	 0.12802 	 0.245513 
9.37 	 -0.1569 	 0.497891 	 0.123947 	 0.120379 	 0.244326 
9.38 	 -0.151858 	 0.510418 	 0.130263 	 0.112781 	 0.243044 
9.39 	 -0.146693 	 0.522327 	 0.136413 	 0.105254 	 0.241667 
9.4 	 -0.141413 	 0.533608 	 0.142369 	 0.0978256 	 0.240194 
9.41 	 -0.136023 	 0.544255 	 0.148107 	 0.090522 	 0.238628 
9.42 	 -0.13053 	 0.55426 	 0.153602 	 0.0833686 	 0.236971 
9.43 	 -0.12494 	 0.56362 	 0.158834 	 0.07639 	 0.235224 
9.44 	 -0.11926 	 0.572331 	 0.163781 	 0.06961 	 0.233391 
9.45 	 -0.113496 	 0.580388 	 0.168425 	 0.0630508 	 0.231476 
9.46 	 -0.107655 	 0.587791 	 0.172749 	 0.0567337 	 0.229483 
9.47 	 -0.101742 	 0.594537 	 0.176737 	 0.0506786 	 0.227416 
9.48 	 -0.095766 	 0.600628 	 0.180377 	 0.0449041 	 0.225281 
9.49 	 -0.089732 	 0.606064 	 0.183657 	 0.0394275 	 0.223084 
9.5 	 -0.0836469 	 0.610847 	 0.186567 	 0.0342643 	 0.220831 
9.51 	 -0.0775172 	 0.614978 	 0.189099 	 0.0294289 	 0.218528 
9.52 	 -0.0713495 	 0.618462 	 0.191248 	 0.0249341 	 0.216182 
9.53 	 -0.0651501 	 0.621302 	 0.193008 	 0.0207909 	 0.213799 
9.54 	 -0.0589255 	 0.623504 	 0.194378 	 0.017009 	 0.211387 
9.55 	 -0.0526821 	 0.625072 	 0.195357 	 0.0135964 	 0.208954 
9.56 	 -0.0464262 	 0.626012 	 0.195946 	 0.0105595 	 0.206505 
9.57 	 -0.040164 	 0.626333 	 0.196146 	 0.00790334 	 0.20405 
9.58 	 -0.0339016 	 0.626039 	 0.195963 	 0.00563112 	 0.201594 
9.59 	 -0.0276452 	 0.62514 	 0.1954 	 0.00374462 	 0.199145 
9.6 	 -0.0214008 	 0.623644 	 0.194466 	 0.00224408 	 0.19671 
9.61 	 -0.0151743 	 0.621559 	 0.193168 	 0.00112825 	 0.194296 
9.62 	 -0.00897153 	 0.618894 	 0.191515 	 0.00039439 	 0.191909 
9.63 	 -0.00279829 	 0.61566 	 0.189518 	 3.83691e-05 	 0.189557 
9.64 	 0.0033398 	 0.611865 	 0.18719 	 5.46557e-05 	 0.187244 
9.65 	 0.00943718 	 0.607521 	 0.184541 	 0.000436393 	 0.184977 
9.66 	 0.0154884 	 0.602638 	 0.181586 	 0.00117544 	 0.182761 
9.67 	 0.0214882 	 0.597226 	 0.178339 	 0.00226245 	 0.180602 
9.68 	 0.0274312 	 0.591296 	 0.174816 	 0.00368688 	 0.178503 
9.69 	 0.0333124 	 0.584861 	 0.171031 	 0.00543711 	 0.176468 
9.7 	 0.0391268 	 0.577931 	 0.167002 	 0.00750048 	 0.174503 
9.71 	 0.0448694 	 0.570518 	 0.162745 	 0.00986334 	 0.172609 
9.72 	 0.0505356 	 0.562634 	 0.158278 	 0.0125112 	 0.170789 
9.73 	 0.0561206 	 0.55429 	 0.153619 	 0.0154286 	 0.169047 
9.74 	 0.0616199 	 0.545499 	 0.148785 	 0.0185995 	 0.167384 
9.75 	 0.0670291 	 0.536273 	 0.143794 	 0.022007 	 0.165801 
9.76 	 0.0723439 	 0.526623 	 0.138666 	 0.0256337 	 0.1643 
9.77 	 0.0775602 	 0.516563 	 0.133419 	 0.0294616 	 0.16288 
9.78 	 0.0826739 	 0.506104 	 0.128071 	 0.0334723 	 0.161543 
9.79 	 0.087681 	 0.495259 	 0.122641 	 0.0376469 	 0.160288 
9.8 	 0.0925778 	 0.484039 	 0.117147 	 0.0419662 	 0.159113 
9.81 	 0.0973606 	 0.472458 	 0.111608 	 0.0464108 	 0.158019 
9.82 	 0.102026 	 0.460526 	 0.106042 	 0.0509611 	 0.157003 
9.83 	 0.10657 	 0.448258 	 0.100467 	 0.0555974 	 0.156065 
9.84 	 0.11099 	 0.435664 	 0.0949014 	 0.0602999 	 0.155201 
9.85 	 0.115282 	 0.422756 	 0.0893614 	 0.0650488 	 0.15441 
9.86 	 0.119444 	 0.409548 	 0.0838647 	 0.0698245 	 0.153689 
9.87 	 0.123472 	 0.39605 	 0.0784279 	 0.0746075 	 0.153035 
9.88 	 0.127364 	 0.382276 	 0.0730673 	 0.0793784 	 0.152446 
9.89 	 0.131117 	 0.368236 	 0.0677987 	 0.0841183 	 0.151917 
9.9 	 0.134728 	 0.353942 	 0.0626376 	 0.0888084 	 0.151446 
9.91 	 0.138195 	 0.339407 	 0.0575986 	 0.0934305 	 0.151029 
9.92 	 0.141515 	 0.324642 	 0.0526963 	 0.0979666 	 0.150663 
9.93 	 0.144687 	 0.309659 	 0.0479443 	 0.102399 	 0.150344 
9.94 	 0.147708 	 0.294468 	 0.0433558 	 0.106712 	 0.150068 
9.95 	 0.150576 	 0.279083 	 0.0389436 	 0.110888 	 0.149832 
9.96 	 0.153289 	 0.263513 	 0.0347195 	 0.114912 	 0.149632 
9.97 	 0.155845 	 0.247771 	 0.0306951 	 0.118769 	 0.149465 
9.98 	 0.158244 	 0.231867 	 0.0268811 	 0.122445 	 0.149326 
9.99 	 0.160482 	 0.215813 	 0.0232875 	 0.125927 	 0.149214 
10 	 0.162559 	 0.199619 	 0.0199239 	 0.1292 	 0.149124 
10.01 	 0.164474 	 0.183298 	 0.016799 	 0.132255 	 0.149054 
10.02 	 0.166225 	 0.166859 	 0.013921 	 0.135079 	 0.149 
10.03 	 0.167811 	 0.150314 	 0.0112972 	 0.137663 	 0.14896 
10.04 	 0.169231 	 0.133674 	 0.00893438 	 0.139997 	 0.148932 
10.05 	 0.170484 	 0.116949 	 0.00683857 	 0.142073 	 0.148912 
10.06 	 0.17157 	 0.100151 	 0.0050151 	 0.143884 	 0.148899 
10.07 	 0.172487 	 0.0832894 	 0.00346856 	 0.145423 	 0.148891 
10.08 	 0.173235 	 0.0663756 	 0.00220286 	 0.146684 	 0.148887 
10.09 	 0.173814 	 0.0494203 	 0.00122118 	 0.147664 	 0.148885 
10.1 	 0.174224 	 0.032434 	 0.000525982 	 0.148358 	 0.148884 
10.11 	 0.174463 	 0.0154274 	 0.000119003 	 0.148765 	 0.148884 
10.12 	 0.174532 	 -0.00158877 	 1.2621e-06 	 0.148883 	 0.148884 
10.13 	 0.174431 	 -0.018604 	 0.000173054 	 0.148711 	 0.148884 
10.14 	 0.17416 	 -0.0356076 	 0.000633949 	 0.14825 	 0.148884 
10.15 	 0.173719 	 -0.0525889 	 0.00138279 	 0.147502 	 0.148885 
10.16 	 0.173108 	 -0.0695373 	 0.00241772 	 0.14647 	 0.148887 
10.17 	 0.172329 	 -0.0864421 	 0.00373612 	 0.145156 	 0.148892 
10.18 	 0.17138 	 -0.103293 	 0.00533468 	 0.143566 	 0.148901 
10.19 	 0.170263 	 -0.120078 	 0.00720938 	 0.141706 	 0.148915 
10.2 	 0.168979 	 -0.136788 	 0.00935547 	 0.139581 	 0.148936 
10.21 	 0.167527 	 -0.153411 	 0.0117675 	 0.137199 	 0.148967 
10.22 	 0.165911 	 -0.169937 	 0.0144393 	 0.13457 	 0.149009 
10.23 	 0.164129 	 -0.186355 	 0.017364 	 0.131702 	 0.149066 
10.24 	 0.162184 	 -0.202653 	 0.0205341 	 0.128605 	 0.14914 
10.25 	 0.160076 	 -0.218821 	 0.0239413 	 0.125292 	 0.149233 
10.26 	 0.157808 	 -0.234848 	 0.0275768 	 0.121773 	 0.14935 
10.27 	 0.15538 	 -0.250723 	 0.0314309 	 0.118063 	 0.149493 
10.28 	 0.152794 	 -0.266434 	 0.0354934 	 0.114173 	 0.149667 
10.29 	 0.150052 	 -0.28197 	 0.0397535 	 0.110119 	 0.149873 
10.3 	 0.147155 	 -0.29732 	 0.0441996 	 0.105917 	 0.150116 
10.31 	 0.144106 	 -0.312472 	 0.0488195 	 0.10158 	 0.1504 
10.32 	 0.140907 	 -0.327416 	 0.0536006 	 0.0971269 	 0.150728 
10.33 	 0.137559 	 -0.342139 	 0.0585296 	 0.0925734 	 0.151103 
10.34 	 0.134065 	 -0.35663 	 0.0635924 	 0.0879373 	 0.15153 
10.35 	 0.130427 	 -0.370877 	 0.0687748 	 0.0832365 	 0.152011 
10.36 	 0.126648 	 -0.384868 	 0.0740617 	 0.0784894 	 0.152551 
10.37 	 0.12273 	 -0.398592 	 0.0794378 	 0.0737148 	 0.153153 
10.38 	 0.118677 	 -0.412036 	 0.084887 	 0.0689317 	 0.153819 
10.39 	 0.114491 	 -0.42519 	 0.0903931 	 0.0641595 	 0.154553 
10.4 	 0.110174 	 -0.438039 	 0.0959392 	 0.0594177 	 0.155357 
10.41 	 0.105731 	 -0.450574 	 0.101508 	 0.0547261 	 0.156234 
10.42 	 0.101164 	 -0.46278 	 0.107083 	 0.0501044 	 0.157187 
10.43 	 0.0964763 	 -0.474647 	 0.112645 	 0.0455723 	 0.158217 
10.44 	 0.091672 	 -0.486162 	 0.118177 	 0.0411496 	 0.159326 
10.45 	 0.0867543 	 -0.497313 	 0.12366 	 0.0368558 	 0.160516 
10.46 	 0.081727 	 -0.508087 	 0.129076 	 0.0327104 	 0.161786 
10.47 	 0.0765939 	 -0.518472 	 0.134407 	 0.0287324 	 0.163139 
10.48 	 0.0713589 	 -0.528457 	 0.139633 	 0.0249407 	 0.164574 
10.49 	 0.0660261 	 -0.538028 	 0.144737 	 0.0213535 	 0.166091 
10.5 	 0.0605997 	 -0.547174 	 0.1497 	 0.0179889 	 0.167689 
10.51 	 0.0550841 	 -0.555882 	 0.154503 	 0.0148641 	 0.169367 
10.52 	 0.0494836 	 -0.564141 	 0.159128 	 0.0119958 	 0.171123 
10.53 	 0.0438028 	 -0.571938 	 0.163557 	 0.00940006 	 0.172957 
10.54 	 0.0380464 	 -0.579262 	 0.167772 	 0.00709204 	 0.174864 
10.55 	 0.0322192 	 -0.586101 	 0.171757 	 0.00508613 	 0.176843 
10.56 	 0.0263261 	 -0.592442 	 0.175494 	 0.0033958 	 0.17889 
10.57 	 0.020372 	 -0.598276 	 0.178967 	 0.00203353 	 0.181 
10.58 	 0.0143623 	 -0.60359 	 0.18216 	 0.00101073 	 0.183171 
