time (s) 	 theta (rad) 	 omega (rad/s) 	 kinetic 	 potential 	 totalEnergy (J) 
6.61 	 -0.055875 	 -0.798289 	 0.318633 	 0.0152939 	 0.333927 
6.62 	 -0.0638293 	 -0.792427 	 0.31397 	 0.0199567 	 0.333927 
6.63 	 -0.071721 	 -0.78579 	 0.308733 	 0.0251943 	 0.333927 
6.64 	 -0.0795425 	 -0.778384 	 0.302941 	 0.030986 	 0.333927 
6.65 	 -0.0872861 	 -0.770218 	 0.296618 	 0.0373088 	 0.333927 
6.66 	 -0.0949444 	 -0.761301 	 0.289789 	 0.0441375 	 0.333927 
6.67 	 -0.10251 	 -0.75164 	 0.282482 	 0.0514453 	 0.333927 
6.68 	 -0.109975 	 -0.741247 	 0.274724 	 0.059203 	 0.333927 
6.69 	 -0.117332 	 -0.730132 	 0.266547 	 0.0673802 	 0.333927 
6.7 	 -0.124575 	 -0.718307 	 0.257982 	 0.0759445 	 0.333927 
6.71 	 -0.131696 	 -0.705783 	 0.249065 	 0.0848621 	 0.333927 
6.72 	 -0.138688 	 -0.692573 	 0.239829 	 0.0940979 	 0.333927 
6.73 	 -0.145545 	 -0.678692 	 0.230311 	 0.103616 	 0.333927 
6.74 	 -0.15226 	 -0.664152 	 0.220549 	 0.113378 	 0.333927 
6.75 	 -0.158826 	 -0.648969 	 0.21058 	 0.123347 	 0.333927 
6.76 	 -0.165237 	 -0.633158 	 0.200445 	 0.133482 	 0.333927 
6.77 	 -0.171487 	 -0.616735 	 0.190181 	 0.143746 	 0.333927 
6.78 	 -0.17757 	 -0.599717 	 0.17983 	 0.154097 	 0.333927 
6.79 	 -0.18348 	 -0.58212 	 0.169432 	 0.164495 	 0.333927 
6.8 	 -0.189211 	 -0.563962 	 0.159027 	 0.1749 	 0.333927 
6.81 	 -0.194757 	 -0.545261 	 0.148655 	 0.185272 	 0.333927 
6.82 	 -0.200114 	 -0.526037 	 0.138357 	 0.19557 	 0.333927 
6.83 	 -0.205276 	 -0.506307 	 0.128173 	 0.205754 	 0.333927 
6.84 	 -0.210239 	 -0.486091 	 0.118142 	 0.215785 	 0.333927 
6.85 	 -0.214996 	 -0.46541 	 0.108303 	 0.225624 	 0.333927 
6.86 	 -0.219545 	 -0.444283 	 0.0986935 	 0.235233 	 0.333927 
6.87 	 -0.223881 	 -0.422731 	 0.0893505 	 0.244576 	 0.333927 
6.88 	 -0.227999 	 -0.400775 	 0.0803101 	 0.253617 	 0.333927 
6.89 	 -0.231895 	 -0.378436 	 0.071607 	 0.26232 	 0.333927 
6.9 	 -0.235566 	 -0.355737 	 0.0632743 	 0.270653 	 0.333927 
6.91 	 -0.239008 	 -0.332698 	 0.0553441 	 0.278583 	 0.333927 
6.92 	 -0.242219 	 -0.309343 	 0.0478466 	 0.28608 	 0.333927 
6.93 	 -0.245194 	 -0.285694 	 0.0408105 	 0.293116 	 0.333927 
6.94 	 -0.247932 	 -0.261773 	 0.0342625 	 0.299664 	 0.333927 
6.95 	 -0.250429 	 -0.237603 	 0.0282276 	 0.305699 	 0.333927 
6.96 	 -0.252683 	 -0.213208 	 0.0227288 	 0.311198 	 0.333927 
6.97 	 -0.254692 	 -0.18861 	 0.0177869 	 0.31614 	 0.333927 
6.98 	 -0.256455 	 -0.163834 	 0.0134208 	 0.320506 	 0.333927 
6.99 	 -0.257969 	 -0.138902 	 0.00964693 	 0.32428 	 0.333927 
7 	 -0.259232 	 -0.113839 	 0.00647966 	 0.327447 	 0.333927 
7.01 	 -0.260245 	 -0.0886679 	 0.003931 	 0.329996 	 0.333927 
7.02 	 -0.261006 	 -0.0634128 	 0.00201059 	 0.331916 	 0.333927 
7.03 	 -0.261513 	 -0.0380977 	 0.000725715 	 0.333201 	 0.333927 
7.04 	 -0.261767 	 -0.0127465 	 8.1236e-05 	 0.333846 	 0.333927 
7.05 	 -0.261768 	 0.0126168 	 7.9592e-05 	 0.333847 	 0.333927 
7.06 	 -0.261515 	 0.0379681 	 0.00072079 	 0.333206 	 0.333927 
7.07 	 -0.261009 	 0.0632835 	 0.0020024 	 0.331924 	 0.333927 
7.08 	 -0.26025 	 0.088539 	 0.00391958 	 0.330007 	 0.333927 
7.09 	 -0.259238 	 0.113711 	 0.00646505 	 0.327462 	 0.333927 
7.1 	 -0.257976 	 0.138775 	 0.00962919 	 0.324298 	 0.333927 
7.11 	 -0.256463 	 0.163707 	 0.0134 	 0.320527 	 0.333927 
7.12 	 -0.254702 	 0.188484 	 0.0177632 	 0.316164 	 0.333927 
7.13 	 -0.252694 	 0.213083 	 0.0227021 	 0.311225 	 0.333927 
7.14 	 -0.250441 	 0.237479 	 0.0281982 	 0.305729 	 0.333927 
7.15 	 -0.247945 	 0.26165 	 0.0342303 	 0.299697 	 0.333927 
7.16 	 -0.245209 	 0.285572 	 0.0407758 	 0.293151 	 0.333927 
7.17 	 -0.242235 	 0.309223 	 0.0478095 	 0.286117 	 0.333927 
7.18 	 -0.239025 	 0.33258 	 0.0553047 	 0.278622 	 0.333927 
7.19 	 -0.235584 	 0.35562 	 0.0632327 	 0.270694 	 0.333927 
7.2 	 -0.231914 	 0.378321 	 0.0715634 	 0.262364 	 0.333927 
7.21 	 -0.228019 	 0.400661 	 0.0802648 	 0.253662 	 0.333927 
7.22 	 -0.223902 	 0.422619 	 0.0893035 	 0.244623 	 0.333927 
7.23 	 -0.219568 	 0.444173 	 0.098645 	 0.235282 	 0.333927 
7.24 	 -0.21502 	 0.465303 	 0.108253 	 0.225674 	 0.333927 
7.25 	 -0.210263 	 0.485987 	 0.118091 	 0.215835 	 0.333927 
7.26 	 -0.205302 	 0.506205 	 0.128122 	 0.205805 	 0.333927 
7.27 	 -0.200141 	 0.525937 	 0.138305 	 0.195622 	 0.333927 
7.28 	 -0.194785 	 0.545164 	 0.148602 	 0.185325 	 0.333927 
7.29 	 -0.189239 	 0.563868 	 0.158973 	 0.174953 	 0.333927 
7.3 	 -0.183509 	 0.582028 	 0.169378 	 0.164548 	 0.333927 
7.31 	 -0.177601 	 0.599628 	 0.179777 	 0.15415 	 0.333927 
7.32 	 -0.171519 	 0.61665 	 0.190128 	 0.143799 	 0.333927 
7.33 	 -0.16527 	 0.633076 	 0.200392 	 0.133535 	 0.333927 
7.34 	 -0.158859 	 0.64889 	 0.210529 	 0.123398 	 0.333927 
7.35 	 -0.152294 	 0.664076 	 0.220498 	 0.113428 	 0.333927 
7.36 	 -0.14558 	 0.678619 	 0.230262 	 0.103665 	 0.333927 
7.37 	 -0.138724 	 0.692504 	 0.239781 	 0.0941459 	 0.333927 
7.38 	 -0.131732 	 0.705717 	 0.249018 	 0.0849085 	 0.333927 
7.39 	 -0.124612 	 0.718245 	 0.257938 	 0.0759892 	 0.333927 
7.4 	 -0.11737 	 0.730074 	 0.266504 	 0.067423 	 0.333927 
7.41 	 -0.110013 	 0.741192 	 0.274683 	 0.0592438 	 0.333927 
7.42 	 -0.102548 	 0.751589 	 0.282443 	 0.0514838 	 0.333927 
7.43 	 -0.0949833 	 0.761253 	 0.289753 	 0.0441737 	 0.333927 
7.44 	 -0.0873255 	 0.770175 	 0.296584 	 0.0373424 	 0.333927 
7.45 	 -0.0795823 	 0.778344 	 0.30291 	 0.031017 	 0.333927 
7.46 	 -0.0717612 	 0.785754 	 0.308704 	 0.0252225 	 0.333927 
7.47 	 -0.0638698 	 0.792395 	 0.313945 	 0.019982 	 0.333927 
7.48 	 -0.0559158 	 0.798261 	 0.318611 	 0.0153163 	 0.333927 
7.49 	 -0.0479071 	 0.803347 	 0.322683 	 0.0112438 	 0.333927 
7.5 	 -0.0398515 	 0.807646 	 0.326146 	 0.00778088 	 0.333927 
7.51 	 -0.0317569 	 0.811154 	 0.328986 	 0.00494123 	 0.333927 
7.52 	 -0.0236311 	 0.813868 	 0.331191 	 0.00273617 	 0.333927 
7.53 	 -0.0154822 	 0.815785 	 0.332752 	 0.00117449 	 0.333927 
7.54 	 -0.00731806 	 0.816902 	 0.333664 	 0.000262413 	 0.333927 
7.55 	 0.000853217 	 0.817219 	 0.333923 	 3.56709e-06 	 0.333927 
7.56 	 0.00902365 	 0.816735 	 0.333528 	 0.000398986 	 0.333927 
7.57 	 0.0171852 	 0.815451 	 0.33248 	 0.00144709 	 0.333927 
7.58 	 0.02533 	 0.813367 	 0.330783 	 0.00314372 	 0.333927 
7.59 	 0.0334499 	 0.810487 	 0.328445 	 0.00548209 	 0.333927 
7.6 	 0.0415371 	 0.806813 	 0.325474 	 0.0084529 	 0.333927 
7.61 	 0.0495836 	 0.80235 	 0.321883 	 0.0120443 	 0.333927 
7.62 	 0.0575815 	 0.797101 	 0.317685 	 0.0162421 	 0.333927 
7.63 	 0.065523 	 0.791072 	 0.312897 	 0.0210295 	 0.333927 
7.64 	 0.0734003 	 0.78427 	 0.307539 	 0.0263874 	 0.333927 
7.65 	 0.0812058 	 0.776701 	 0.301632 	 0.0322947 	 0.333927 
7.66 	 0.0889318 	 0.768374 	 0.295199 	 0.0387279 	 0.333927 
7.67 	 0.0965708 	 0.759296 	 0.288265 	 0.0456615 	 0.333927 
7.68 	 0.104115 	 0.749478 	 0.280859 	 0.053068 	 0.333927 
7.69 	 0.111558 	 0.73893 	 0.273009 	 0.0609181 	 0.333927 
7.7 	 0.118891 	 0.727662 	 0.264746 	 0.0691809 	 0.333927 
7.71 	 0.126109 	 0.715686 	 0.256103 	 0.0778236 	 0.333927 
7.72 	 0.133203 	 0.703014 	 0.247115 	 0.0868123 	 0.333927 
7.73 	 0.140167 	 0.68966 	 0.237815 	 0.0961115 	 0.333927 
7.74 	 0.146994 	 0.675636 	 0.228242 	 0.105685 	 0.333927 
7.75 	 0.153677 	 0.660958 	 0.218432 	 0.115494 	 0.333927 
7.76 	 0.160211 	 0.645639 	 0.208425 	 0.125502 	 0.333927 
7.77 	 0.166588 	 0.629696 	 0.198258 	 0.135669 	 0.333927 
7.78 	 0.172803 	 0.613144 	 0.187973 	 0.145954 	 0.333927 
7.79 	 0.178849 	 0.596 	 0.177608 	 0.156319 	 0.333927 
7.8 	 0.184721 	 0.578282 	 0.167205 	 0.166722 	 0.333927 
7.81 	 0.190413 	 0.560007 	 0.156804 	 0.177123 	 0.333927 
7.82 	 0.195919 	 0.541192 	 0.146445 	 0.187482 	 0.333927 
7.83 	 0.201235 	 0.521858 	 0.136168 	 0.197759 	 0.333927 
7.84 	 0.206355 	 0.502022 	 0.126013 	 0.207914 	 0.333927 
7.85 	 0.211274 	 0.481705 	 0.11602 	 0.217907 	 0.333927 
7.86 	 0.215987 	 0.460927 	 0.106227 	 0.2277 	 0.333927 
7.87 	 0.220491 	 0.439707 	 0.0966712 	 0.237256 	 0.333927 
7.88 	 0.22478 	 0.418067 	 0.08739 	 0.246537 	 0.333927 
7.89 	 0.228851 	 0.396027 	 0.0784188 	 0.255508 	 0.333927 
7.9 	 0.232699 	 0.37361 	 0.0697922 	 0.264135 	 0.333927 
7.91 	 0.236322 	 0.350836 	 0.061543 	 0.272384 	 0.333927 
7.92 	 0.239715 	 0.327728 	 0.0537029 	 0.280224 	 0.333927 
7.93 	 0.242875 	 0.304308 	 0.0463017 	 0.287625 	 0.333927 
7.94 	 0.2458 	 0.280599 	 0.0393678 	 0.294559 	 0.333927 
7.95 	 0.248486 	 0.256623 	 0.0329276 	 0.300999 	 0.333927 
7.96 	 0.250932 	 0.232403 	 0.0270055 	 0.306921 	 0.333927 
7.97 	 0.253134 	 0.207962 	 0.0216242 	 0.312303 	 0.333927 
7.98 	 0.25509 	 0.183324 	 0.0168039 	 0.317123 	 0.333927 
7.99 	 0.2568 	 0.158513 	 0.0125632 	 0.321364 	 0.333927 
8 	 0.25826 	 0.133551 	 0.00891794 	 0.325009 	 0.333927 
8.01 	 0.25947 	 0.108463 	 0.00588207 	 0.328045 	 0.333927 
8.02 	 0.260429 	 0.0832715 	 0.00346708 	 0.33046 	 0.333927 
8.03 	 0.261135 	 0.0580016 	 0.00168209 	 0.332245 	 0.333927 
8.04 	 0.261589 	 0.0326767 	 0.000533884 	 0.333393 	 0.333927 
8.05 	 0.261789 	 0.00732092 	 2.6798e-05 	 0.3339 	 0.333927 
8.06 	 0.261735 	 -0.0180418 	 0.000162753 	 0.333764 	 0.333927 
8.07 	 0.261428 	 -0.0433875 	 0.000941236 	 0.332986 	 0.333927 
8.08 	 0.260868 	 -0.068692 	 0.0023593 	 0.331568 	 0.333927 
8.09 	 0.260054 	 -0.0939316 	 0.00441157 	 0.329515 	 0.333927 
8.1 	 0.258989 	 -0.119082 	 0.00709028 	 0.326837 	 0.333927 
8.11 	 0.257673 	 -0.14412 	 0.0103853 	 0.323542 	 0.333927 
8.12 	 0.256107 	 -0.169021 	 0.0142841 	 0.319643 	 0.333927 
8.13 	 0.254293 	 -0.193762 	 0.0187719 	 0.315155 	 0.333927 
8.14 	 0.252233 	 -0.218319 	 0.0238317 	 0.310095 	 0.333927 
8.15 	 0.249928 	 -0.242669 	 0.0294442 	 0.304483 	 0.333927 
8.16 	 0.24738 	 -0.266789 	 0.0355882 	 0.298339 	 0.333927 
8.17 	 0.244593 	 -0.290655 	 0.0422402 	 0.291687 	 0.333927 
8.18 	 0.241568 	 -0.314245 	 0.049375 	 0.284552 	 0.333927 
8.19 	 0.238309 	 -0.337536 	 0.0569652 	 0.276962 	 0.333927 
8.2 	 0.234818 	 -0.360505 	 0.064982 	 0.268945 	 0.333927 
8.21 	 0.2311 	 -0.383131 	 0.0733947 	 0.260532 	 0.333927 
8.22 	 0.227157 	 -0.405392 	 0.0821711 	 0.251756 	 0.333927 
8.23 	 0.222993 	 -0.427265 	 0.0912776 	 0.242649 	 0.333927 
8.24 	 0.218613 	 -0.44873 	 0.100679 	 0.233248 	 0.333927 
8.25 	 0.21402 	 -0.469766 	 0.11034 	 0.223587 	 0.333927 
8.26 	 0.209219 	 -0.490351 	 0.120222 	 0.213705 	 0.333927 
8.27 	 0.204215 	 -0.510467 	 0.130288 	 0.203638 	 0.333927 
8.28 	 0.199011 	 -0.530093 	 0.140499 	 0.193427 	 0.333927 
8.29 	 0.193614 	 -0.54921 	 0.150816 	 0.183111 	 0.333927 
8.3 	 0.188029 	 -0.567799 	 0.161198 	 0.172729 	 0.333927 
8.31 	 0.18226 	 -0.585841 	 0.171605 	 0.162322 	 0.333927 
8.32 	 0.176314 	 -0.603319 	 0.181997 	 0.15193 	 0.333927 
8.33 	 0.170196 	 -0.620214 	 0.192333 	 0.141594 	 0.333927 
8.34 	 0.163912 	 -0.636511 	 0.202573 	 0.131354 	 0.333927 
8.35 	 0.157468 	 -0.652192 	 0.212677 	 0.12125 	 0.333927 
8.36 	 0.15087 	 -0.667242 	 0.222606 	 0.111321 	 0.333927 
8.37 	 0.144125 	 -0.681645 	 0.23232 	 0.101607 	 0.333927 
8.38 	 0.137239 	 -0.695388 	 0.241782 	 0.0921449 	 0.333927 
8.39 	 0.130219 	 -0.708455 	 0.250954 	 0.0829725 	 0.333927 
8.4 	 0.123072 	 -0.720834 	 0.259801 	 0.0741258 	 0.333927 
8.41 	 0.115805 	 -0.732512 	 0.268287 	 0.0656397 	 0.333927 
8.42 	 0.108425 	 -0.743478 	 0.276379 	 0.0575475 	 0.333927 
8.43 	 0.100938 	 -0.753718 	 0.284046 	 0.0498812 	 0.333927 
8.44 	 0.0933527 	 -0.763224 	 0.291256 	 0.0426711 	 0.333927 
8.45 	 0.085676 	 -0.771986 	 0.297981 	 0.0359459 	 0.333927 
8.46 	 0.0779155 	 -0.779993 	 0.304195 	 0.029732 	 0.333927 
8.47 	 0.0700787 	 -0.787239 	 0.309873 	 0.0240542 	 0.333927 
8.48 	 0.0621733 	 -0.793715 	 0.314992 	 0.0189349 	 0.333927 
8.49 	 0.054207 	 -0.799415 	 0.319532 	 0.0143946 	 0.333927 
8.5 	 0.0461876 	 -0.804333 	 0.323476 	 0.0104513 	 0.333927 
8.51 	 0.0381229 	 -0.808463 	 0.326806 	 0.00712059 	 0.333927 
8.52 	 0.0300209 	 -0.811802 	 0.329511 	 0.00441583 	 0.333927 
8.53 	 0.0218895 	 -0.814345 	 0.331579 	 0.00234775 	 0.333927 
8.54 	 0.0137367 	 -0.816091 	 0.333002 	 0.000924599 	 0.333927 
8.55 	 0.00557038 	 -0.817037 	 0.333775 	 0.000152042 	 0.333927 
8.56 	 -0.00260138 	 -0.817183 	 0.333894 	 3.31593e-05 	 0.333927 
8.57 	 -0.0107706 	 -0.816527 	 0.333358 	 0.000568423 	 0.333927 
8.58 	 -0.0189293 	 -0.815072 	 0.332171 	 0.0017557 	 0.333927 
8.59 	 -0.0270694 	 -0.812818 	 0.330337 	 0.00359026 	 0.333927 
8.6 	 -0.035183 	 -0.809768 	 0.327862 	 0.0060648 	 0.333927 
8.61 	 -0.0432621 	 -0.805925 	 0.324757 	 0.00916945 	 0.333927 
8.62 	 -0.0512988 	 -0.801293 	 0.321035 	 0.0128919 	 0.333927 
8.63 	 -0.0592853 	 -0.795876 	 0.31671 	 0.0172172 	 0.333927 
8.64 	 -0.0672138 	 -0.789682 	 0.311799 	 0.0221284 	 0.333927 
8.65 	 -0.0750764 	 -0.782715 	 0.306321 	 0.0276057 	 0.333927 
8.66 	 -0.0828655 	 -0.774983 	 0.300299 	 0.0336276 	 0.333927 
8.67 	 -0.0905735 	 -0.766494 	 0.293757 	 0.04017 	 0.333927 
8.68 	 -0.0981929 	 -0.757258 	 0.28672 	 0.0472071 	 0.333927 
8.69 	 -0.105716 	 -0.747283 	 0.279216 	 0.054711 	 0.333927 
8.7 	 -0.113136 	 -0.73658 	 0.271275 	 0.0626521 	 0.333927 
8.71 	 -0.120445 	 -0.725159 	 0.262928 	 0.0709989 	 0.333927 
8.72 	 -0.127637 	 -0.713033 	 0.254208 	 0.0797186 	 0.333927 
8.73 	 -0.134704 	 -0.700215 	 0.24515 	 0.0887767 	 0.333927 
8.74 	 -0.141639 	 -0.686716 	 0.235789 	 0.0981376 	 0.333927 
8.75 	 -0.148436 	 -0.672551 	 0.226162 	 0.107765 	 0.333927 
8.76 	 -0.155088 	 -0.657734 	 0.216307 	 0.11762 	 0.333927 
8.77 	 -0.161588 	 -0.64228 	 0.206262 	 0.127665 	 0.333927 
8.78 	 -0.167931 	 -0.626206 	 0.196067 	 0.13786 	 0.333927 
8.79 	 -0.174111 	 -0.609526 	 0.185761 	 0.148166 	 0.333927 
8.8 	 -0.18012 	 -0.592258 	 0.175385 	 0.158542 	 0.333927 
8.81 	 -0.185954 	 -0.574419 	 0.164978 	 0.168948 	 0.333927 
8.82 	 -0.191606 	 -0.556026 	 0.154583 	 0.179344 	 0.333927 
8.83 	 -0.197073 	 -0.537099 	 0.144238 	 0.189689 	 0.333927 
8.84 	 -0.202347 	 -0.517656 	 0.133984 	 0.199943 	 0.333927 
8.85 	 -0.207424 	 -0.497716 	 0.123861 	 0.210066 	 0.333927 
8.86 	 -0.212299 	 -0.477299 	 0.113907 	 0.22002 	 0.333927 
8.87 	 -0.216968 	 -0.456424 	 0.104161 	 0.229766 	 0.333927 
8.88 	 -0.221426 	 -0.435112 	 0.0946614 	 0.239265 	 0.333927 
8.89 	 -0.225669 	 -0.413385 	 0.0854436 	 0.248483 	 0.333927 
8.9 	 -0.229693 	 -0.391263 	 0.0765433 	 0.257384 	 0.333927 
8.91 	 -0.233493 	 -0.368767 	 0.0679947 	 0.265932 	 0.333927 
8.92 	 -0.237067 	 -0.34592 	 0.0598304 	 0.274097 	 0.333927 
8.93 	 -0.240411 	 -0.322744 	 0.0520817 	 0.281845 	 0.333927 
8.94 	 -0.243521 	 -0.29926 	 0.0447782 	 0.289149 	 0.333927 
8.95 	 -0.246395 	 -0.275491 	 0.0379478 	 0.295979 	 0.333927 
8.96 	 -0.24903 	 -0.251461 	 0.0316164 	 0.302311 	 0.333927 
8.97 	 -0.251423 	 -0.227192 	 0.0258081 	 0.308119 	 0.333927 
8.98 	 -0.253573 	 -0.202708 	 0.0205452 	 0.313382 	 0.333927 
8.99 	 -0.255477 	 -0.178031 	 0.0158474 	 0.318079 	 0.333927 
9 	 -0.257133 	 -0.153185 	 0.0117328 	 0.322194 	 0.333927 
9.01 	 -0.25854 	 -0.128194 	 0.00821684 	 0.32571 	 0.333927 
9.02 	 -0.259696 	 -0.103082 	 0.00531291 	 0.328614 	 0.333927 
9.03 	 -0.260601 	 -0.0778716 	 0.00303199 	 0.330895 	 0.333927 
9.04 	 -0.261254 	 -0.0525879 	 0.00138274 	 0.332544 	 0.333927 
9.05 	 -0.261653 	 -0.0272544 	 0.000371401 	 0.333555 	 0.333927 
9.06 	 -0.261799 	 -0.00189508 	 1.79566e-06 	 0.333925 	 0.333927 
9.07 	 -0.261691 	 0.023466 	 0.000275327 	 0.333652 	 0.333927 
9.08 	 -0.261329 	 0.0488049 	 0.00119096 	 0.332736 	 0.333927 
9.09 	 -0.260715 	 0.0740976 	 0.00274523 	 0.331182 	 0.333927 
9.1 	 -0.259848 	 0.0993201 	 0.00493224 	 0.328995 	 0.333927 
9.11 	 -0.258729 	 0.124449 	 0.00774372 	 0.326183 	 0.333927 
9.12 	 -0.257359 	 0.149459 	 0.011169 	 0.322758 	 0.333927 
9.13 	 -0.25574 	 0.174328 	 0.0151951 	 0.318732 	 0.333927 
9.14 	 -0.253873 	 0.199032 	 0.0198068 	 0.31412 	 0.333927 
9.15 	 -0.25176 	 0.223547 	 0.0249865 	 0.30894 	 0.333927 
9.16 	 -0.249403 	 0.247849 	 0.0307146 	 0.303212 	 0.333927 
9.17 	 -0.246804 	 0.271917 	 0.0369693 	 0.296958 	 0.333927 
9.18 	 -0.243965 	 0.295726 	 0.0437268 	 0.2902 	 0.333927 
9.19 	 -0.24089 	 0.319253 	 0.0509614 	 0.282966 	 0.333927 
9.2 	 -0.237581 	 0.342477 	 0.0586454 	 0.275282 	 0.333927 
9.21 	 -0.234042 	 0.365375 	 0.0667495 	 0.267177 	 0.333927 
9.22 	 -0.230275 	 0.387925 	 0.0752427 	 0.258684 	 0.333927 
9.23 	 -0.226285 	 0.410104 	 0.0840926 	 0.249834 	 0.333927 
9.24 	 -0.222074 	 0.431892 	 0.0932652 	 0.240662 	 0.333927 
9.25 	 -0.217648 	 0.453267 	 0.102725 	 0.231202 	 0.333927 
9.26 	 -0.21301 	 0.474208 	 0.112437 	 0.22149 	 0.333927 
9.27 	 -0.208165 	 0.494695 	 0.122361 	 0.211565 	 0.333927 
9.28 	 -0.203118 	 0.514708 	 0.132462 	 0.201465 	 0.333927 
9.29 	 -0.197873 	 0.534226 	 0.142699 	 0.191228 	 0.333927 
9.3 	 -0.192435 	 0.553232 	 0.153033 	 0.180894 	 0.333927 
9.31 	 -0.18681 	 0.571705 	 0.163423 	 0.170504 	 0.333927 
9.32 	 -0.181003 	 0.589628 	 0.173831 	 0.160096 	 0.333927 
9.33 	 -0.175019 	 0.606982 	 0.184214 	 0.149713 	 0.333927 
9.34 	 -0.168865 	 0.623751 	 0.194533 	 0.139394 	 0.333927 
9.35 	 -0.162546 	 0.639917 	 0.204747 	 0.12918 	 0.333927 
9.36 	 -0.156069 	 0.655465 	 0.214817 	 0.11911 	 0.333927 
9.37 	 -0.149439 	 0.670378 	 0.224703 	 0.109224 	 0.333927 
9.38 	 -0.142664 	 0.684641 	 0.234367 	 0.0995602 	 0.333927 
9.39 	 -0.135749 	 0.69824 	 0.24377 	 0.0901571 	 0.333927 
9.4 	 -0.128701 	 0.711162 	 0.252875 	 0.0810514 	 0.333927 
9.41 	 -0.121528 	 0.723392 	 0.261648 	 0.072279 	 0.333927 
9.42 	 -0.114236 	 0.734918 	 0.270053 	 0.0638743 	 0.333927 
9.43 	 -0.106832 	 0.74573 	 0.278056 	 0.0558706 	 0.333927 
9.44 	 -0.0993234 	 0.755814 	 0.285627 	 0.0482995 	 0.333927 
9.45 	 -0.0917179 	 0.765162 	 0.292736 	 0.0411908 	 0.333927 
9.46 	 -0.0840227 	 0.773762 	 0.299354 	 0.0345727 	 0.333927 
9.47 	 -0.0762452 	 0.781608 	 0.305455 	 0.0284715 	 0.333927 
9.48 	 -0.068393 	 0.788689 	 0.311016 	 0.0229114 	 0.333927 
9.49 	 -0.060474 	 0.795 	 0.316013 	 0.0179143 	 0.333927 
9.5 	 -0.0524956 	 0.800533 	 0.320427 	 0.0135003 	 0.333927 
9.51 	 -0.0444659 	 0.805283 	 0.32424 	 0.00968677 	 0.333927 
9.52 	 -0.0363926 	 0.809244 	 0.327438 	 0.00648895 	 0.333927 
9.53 	 -0.0282837 	 0.812413 	 0.330007 	 0.00391957 	 0.333927 
9.54 	 -0.020147 	 0.814786 	 0.331938 	 0.00198885 	 0.333927 
9.55 	 -0.0119906 	 0.816361 	 0.333222 	 0.000704488 	 0.333927 
9.56 	 -0.00382246 	 0.817136 	 0.333855 	 7.15948e-05 	 0.333927 
9.57 	 0.00434943 	 0.81711 	 0.333834 	 9.2696e-05 	 0.333927 
9.58 	 0.0125171 	 0.816283 	 0.333159 	 0.000767707 	 0.333927 
9.59 	 0.0206724 	 0.814657 	 0.331833 	 0.00209394 	 0.333927 
9.6 	 0.0288075 	 0.812232 	 0.329861 	 0.0040661 	 0.333927 
9.61 	 0.0369144 	 0.809012 	 0.327251 	 0.00667635 	 0.333927 
9.62 	 0.0449852 	 0.805 	 0.324013 	 0.00991428 	 0.333927 
9.63 	 0.0530118 	 0.8002 	 0.32016 	 0.013767 	 0.333927 
9.64 	 0.0609865 	 0.794617 	 0.315708 	 0.0182192 	 0.333927 
9.65 	 0.0689015 	 0.788256 	 0.310674 	 0.0232532 	 0.333927 
9.66 	 0.0767491 	 0.781125 	 0.305078 	 0.0288489 	 0.333927 
9.67 	 0.0845215 	 0.77323 	 0.298943 	 0.0349842 	 0.333927 
9.68 	 0.0922112 	 0.764581 	 0.292292 	 0.0416347 	 0.333927 
9.69 	 0.0998106 	 0.755186 	 0.285153 	 0.0487741 	 0.333927 
9.7 	 0.107312 	 0.745054 	 0.277553 	 0.0563741 	 0.333927 
9.71 	 0.114709 	 0.734197 	 0.269522 	 0.0644046 	 0.333927 
9.72 	 0.121994 	 0.722624 	 0.261093 	 0.072834 	 0.333927 
9.73 	 0.129159 	 0.710349 	 0.252298 	 0.081629 	 0.333927 
9.74 	 0.136199 	 0.697384 	 0.243172 	 0.090755 	 0.333927 
9.75 	 0.143105 	 0.683741 	 0.233751 	 0.100176 	 0.333927 
9.76 	 0.149871 	 0.669435 	 0.224072 	 0.109855 	 0.333927 
9.77 	 0.156491 	 0.654481 	 0.214173 	 0.119754 	 0.333927 
9.78 	 0.162959 	 0.638893 	 0.204092 	 0.129835 	 0.333927 
9.79 	 0.169267 	 0.622688 	 0.19387 	 0.140057 	 0.333927 
9.8 	 0.175411 	 0.605881 	 0.183546 	 0.150381 	 0.333927 
9.81 	 0.181383 	 0.588489 	 0.17316 	 0.160767 	 0.333927 
9.82 	 0.187178 	 0.57053 	 0.162752 	 0.171175 	 0.333927 
9.83 	 0.192792 	 0.552022 	 0.152364 	 0.181563 	 0.333927 
9.84 	 0.198217 	 0.532983 	 0.142035 	 0.191892 	 0.333927 
9.85 	 0.20345 	 0.513432 	 0.131806 	 0.202121 	 0.333927 
9.86 	 0.208484 	 0.493388 	 0.121716 	 0.212211 	 0.333927 
9.87 	 0.213316 	 0.472871 	 0.111803 	 0.222124 	 0.333927 
9.88 	 0.21794 	 0.451901 	 0.102107 	 0.23182 	 0.333927 
9.89 	 0.222352 	 0.430499 	 0.0926646 	 0.241262 	 0.333927 
9.9 	 0.226549 	 0.408685 	 0.0835118 	 0.250415 	 0.333927 
9.91 	 0.230525 	 0.386481 	 0.0746839 	 0.259243 	 0.333927 
9.92 	 0.234277 	 0.363909 	 0.0662148 	 0.267712 	 0.333927 
